,id,subtitle,sq_mt_built,n_rooms,n_bathrooms,n_floors,raw_address,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,built_year,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_parking,latitud,longitude
5011,13169,"Mirasierra, Madrid",129.0,3,2.0,0.0,"Calle de la Costa Brava, 13",729000,5651,0,1,0.0,1,0,1,1,0,0,40.4944289,-3.701797943959786
5012,13168,"Mirasierra, Madrid",124.0,3,2.0,0.0,"Calle de la Costa Brava, 13",719000,5798,0,1,0.0,1,0,1,1,0,0,40.4944289,-3.701797943959786
5013,13167,"Mirasierra, Madrid",163.0,4,2.0,0.0,"Calle de la Costa Brava, 13",874000,5362,0,1,0.0,1,0,1,1,0,0,40.4944289,-3.701797943959786
5014,13166,"Mirasierra, Madrid",144.0,3,2.0,0.0,"Calle de la Costa Brava, 13",999000,6938,0,1,0.0,1,0,1,1,0,0,40.4944289,-3.701797943959786
5015,13165,"Mirasierra, Madrid",145.0,3,2.0,0.0,"Calle de la Costa Brava, 13",999000,6890,0,1,0.0,1,0,1,1,0,0,40.4944289,-3.701797943959786
5016,13164,"Fuentelarreina, Madrid",752.0,5,5.0,0.0,"Calle Siguero, 63",1800000,2394,1,0,0.0,0,1,1,1,0,1,40.4812057,-3.7149677
5017,13162,"Mirasierra, Madrid",108.0,4,1.0,0.0,Calle Cerro del Castañar,340000,3148,0,0,0.0,1,0,1,0,0,1,40.4886492,-3.7102061
5018,13161,"Peñagrande, Madrid",45.0,0,1.0,0.0,Calle la Hiruela,175000,3889,0,0,0.0,1,0,0,0,0,0,40.4727824,-3.7186712
5019,13160,"Montecarmelo, Madrid",179.0,3,2.0,0.0,Calle de Nuestra Señora de Valverde,612000,3419,0,0,2019.0,1,0,1,1,0,1,40.5094573,-3.6853612
5020,13159,"Mirasierra, Madrid",696.0,5,3.0,3.0,Calle Laguna Grande,2100920,3019,0,0,0.0,0,1,1,1,1,1,40.4874017,-3.710721
5021,13158,"Pilar, Madrid",56.0,2,1.0,0.0,Calle de Sarria,185000,3304,0,0,0.0,1,0,0,1,0,0,40.4740285,-3.7140684
5022,13157,"Tres Olivos - Valverde, Madrid",160.0,4,1.0,0.0,Calle Cámaras,380000,2375,0,0,1970.0,1,0,0,0,1,0,40.4925627,-3.6877458
5023,13154,"Tres Olivos - Valverde, Madrid",160.0,4,1.0,0.0,Camaras,380000,2375,0,0,1970.0,1,0,0,0,1,0,40.4925627,-3.6877458
5024,13153,"Mirasierra, Madrid",517.0,7,6.0,2.0,Salou,1900000,3675,0,0,1970.0,0,1,1,1,0,1,40.4899726,-3.7109394
5025,13152,"Mirasierra, Madrid",680.0,5,5.0,2.0,"Calle Laguna Grande, Madrid",3300000,4853,0,0,2008.0,0,1,1,1,0,1,40.4874017,-3.710721
5026,13151,"Tres Olivos - Valverde, Madrid",160.0,4,1.0,0.0,Cámaras,400000,2500,0,0,1970.0,1,0,0,1,1,0,40.4925627,-3.6877458
5027,13147,"Peñagrande, Madrid",146.0,4,3.0,0.0,Calle de Gabriela Mistral,665000,4555,0,0,1987.0,1,0,1,1,0,1,40.4436972,-3.3684539
5028,13130,"Fuentelarreina, Madrid",241.0,5,4.0,0.0,Calle de Arroyofresno,890000,3693,0,0,1976.0,1,0,1,1,0,1,40.4712157,-3.7482608
5029,13129,"Mirasierra, Madrid",243.0,5,4.0,0.0,Calle de Moralzarzal,920000,3786,0,0,1989.0,1,0,1,1,0,1,40.4940941,-3.713232
5030,13128,"Peñagrande, Madrid",250.0,4,3.0,0.0,Calle Leopoldo Alas Clarín,710000,2840,0,0,1982.0,1,0,1,1,0,1,40.5101585,-3.3705605
5031,13125,"Mirasierra, Madrid",172.0,4,2.0,0.0,"Calle de la Costa Brava, 25",700000,4070,1,0,0.0,1,0,1,1,0,1,40.4949725,-3.7012445
5032,13124,"Peñagrande, Madrid",116.0,3,3.0,0.0,Calle Islas Kuriles s/n,716010,6172,0,1,0.0,1,0,1,1,0,0,40.4752915,-3.7336342
5033,13123,"Peñagrande, Madrid",88.0,2,2.0,0.0,Calle Islas Kuriles s/n,528397,6005,0,1,0.0,1,0,1,1,0,0,40.4752915,-3.7336342
5034,13122,"Peñagrande, Madrid",134.0,3,3.0,0.0,Calle Islas Kuriles s/n,805298,6010,0,1,0.0,1,0,1,1,0,0,40.4752915,-3.7336342
5035,13121,"Peñagrande, Madrid",106.0,2,2.0,0.0,Calle Islas Kuriles s/n,599594,5657,0,1,0.0,1,0,1,1,0,0,40.4752915,-3.7336342
5036,13120,"Peñagrande, Madrid",87.0,2,2.0,0.0,Calle Islas Kuriles s/n,556421,6396,0,1,0.0,1,0,1,1,0,0,40.4752915,-3.7336342
5037,13119,"Peñagrande, Madrid",90.0,2,2.0,0.0,Calle Islas Kuriles s/n,619111,6879,0,1,0.0,1,0,1,1,0,0,40.4752915,-3.7336342
5038,13117,"Arroyo del Fresno, Madrid",316.0,4,4.0,4.0,"Calle Gloria Fuertes, 105",1125000,3560,0,1,0.0,0,1,0,1,0,1,40.4947754,-3.7255785
5039,13116,"Arroyo del Fresno, Madrid",303.0,4,4.0,4.0,"Calle Gloria Fuertes, 105",1175000,3878,0,1,0.0,0,1,0,1,0,1,40.4947754,-3.7255785
5040,13115,"Arroyo del Fresno, Madrid",303.0,4,4.0,3.0,"Calle Gloria Fuertes, 105",1175000,3878,0,1,0.0,0,1,0,1,0,1,40.4947754,-3.7255785
5041,13114,"Arroyo del Fresno, Madrid",316.0,4,4.0,4.0,"Calle Gloria Fuertes, 105",1125000,3560,0,1,0.0,0,1,0,1,0,1,40.4947754,-3.7255785
5042,13109,"Peñagrande, Madrid",99.0,2,2.0,0.0,"Calle Miguel Aracil, 31",525000,5303,0,1,0.0,1,0,1,0,0,1,40.4755596,-3.7249141
5043,13108,"Peñagrande, Madrid",92.0,2,2.0,0.0,"Calle Miguel Aracil, 31",514000,5587,0,1,0.0,1,0,1,0,0,1,40.4755596,-3.7249141
5044,13102,"Fuentelarreina, Madrid",120.0,3,2.0,0.0,Calle Cantalejo s/n,590000,4917,0,1,0.0,1,0,1,1,0,0,40.4121488,-3.7080352
5045,13099,"La Paz, Madrid",122.0,3,2.0,0.0,"Calle de Fermín Caballero, 44",375000,3074,1,0,0.0,1,0,0,0,0,0,40.4849314,-3.705445362600358
5046,13098,"Tres Olivos - Valverde, Madrid",211.0,5,3.0,2.0,"Donato Bañares, 2",420000,1991,0,0,1952.0,0,0,0,1,1,1,40.4942402,-3.6909756
5047,13097,"La Paz, Madrid",165.0,3,3.0,0.0,"Calle de Pedro Rico, 27",598000,3624,0,0,0.0,1,0,1,0,0,1,40.4846673,-3.6965066
5048,13096,"Fuentelarreina, Madrid",203.0,4,3.0,0.0,Gavilanes,700000,3448,0,0,1977.0,1,0,1,1,0,1,40.27992475,-3.6816062666672633
5049,13095,"Mirasierra, Madrid",260.0,5,4.0,0.0,"Calle de la Costa Brava, 14",1597700,6145,0,0,2017.0,1,0,1,1,0,1,40.4949725,-3.7012445
5050,13094,"Montecarmelo, Madrid",100.0,2,2.0,0.0,Avenida del Monasterio de Silos,439000,4390,0,0,2008.0,1,0,1,0,0,1,40.5037656,-3.7109163
5051,13093,"Peñagrande, Madrid",169.0,4,2.0,2.0,Avenida del Cardenal Herrera Oria,485000,2870,0,0,1950.0,0,1,0,1,0,1,40.4768301,-3.7405904
5052,13092,"Pilar, Madrid",80.0,3,1.0,0.0,BETANZOS,199000,2488,1,0,1975.0,1,0,0,0,0,0,40.3564224,-3.8120393
5053,13091,"La Paz, Madrid",105.0,4,2.0,0.0,Calle Sangenjo,390000,3714,0,0,0.0,1,0,0,1,0,1,40.4849218,-3.701242
5054,13090,"La Paz, Madrid",223.0,5,4.0,0.0,Calle de Pedro Rico,725000,3251,1,0,1980.0,1,0,1,1,0,1,40.4834222,-3.6896819
5055,13089,"Peñagrande, Madrid",52.0,2,1.0,0.0,Pico Balaitus,137000,2635,0,0,1967.0,1,0,0,0,0,0,40.4825569,-3.7209034
5056,13088,"Tres Olivos - Valverde, Madrid",100.0,3,2.0,0.0,Calle de San Modesto,350000,3500,0,0,0.0,1,0,0,0,0,1,40.4888299,-3.697163
5057,13087,"Peñagrande, Madrid",84.0,3,1.0,0.0,isla de arosa,279000,3321,0,0,1970.0,1,0,0,1,0,0,40.4818241,-3.7169744
5058,13086,"Fuentelarreina, Madrid",200.0,4,3.0,0.0,Calle Vegafría,695000,3475,0,0,1976.0,1,0,1,1,0,1,40.475828,-3.7433707
5059,13085,"Las Tablas, Madrid",100.0,3,2.0,0.0,Calle de Hospital de Órbigo,465000,4650,0,0,2007.0,1,0,1,0,0,1,40.5125689,-3.6683282
5060,13084,"Fuentelarreina, Madrid",198.0,3,3.0,0.0,Calle Vegafría,645000,3258,0,0,1973.0,0,0,1,0,0,1,40.475828,-3.7433707
5061,13083,"Peñagrande, Madrid",116.0,4,2.0,0.0,Calle de las Islas Cíes,315000,2716,0,0,1970.0,1,0,0,1,0,0,40.3449572,-3.8098388
5062,13082,"Mirasierra, Madrid",242.0,5,3.0,0.0,Calle Marbella,850000,3512,1,0,1976.0,0,0,1,1,0,1,40.6183997,-4.0358608
5063,13081,"La Paz, Madrid",140.0,3,2.0,0.0,Calle de Antonio López Aguado,499000,3564,0,0,0.0,1,0,0,0,0,0,40.482462,-3.7007161
5064,13078,"La Paz, Madrid",229.0,4,2.0,0.0,Calle de Pedro Rico,715000,3122,0,0,0.0,1,0,1,1,1,0,40.4834222,-3.6896819
5065,13077,"Pilar, Madrid",64.0,2,1.0,0.0,Plaza de Mondariz,177500,2773,1,0,1964.0,0,0,0,1,0,0,40.4785382,-3.7053817
5066,13075,"Pilar, Madrid",80.0,3,1.0,0.0,Calle DE LA BAÑEZA,230000,2875,0,0,1970.0,1,0,0,1,0,0,40.2655045,-3.7487672
5067,13073,"Pilar, Madrid",220.0,5,3.0,0.0,"Avenida del Cardenal Herrera Oria, 169",600000,2727,1,0,0.0,1,0,1,1,0,0,40.4833407,-3.7107296
5068,13072,"Pilar, Madrid",220.0,4,3.0,0.0,"Avenida del Cardenal Herrera Oria, 169",600000,2727,1,0,0.0,1,0,1,1,0,1,40.4833407,-3.7107296
5069,13071,"Peñagrande, Madrid",135.0,5,2.0,3.0,Calle de Rosalía de Castro,600000,4444,1,0,1983.0,0,1,0,1,1,1,40.4667126,-3.8730028
5070,13070,"Peñagrande, Madrid",99.0,2,2.0,0.0,Calle Miguel Aracil,525000,5303,0,0,0.0,0,0,0,0,0,1,40.4755596,-3.7249141
5071,13069,"Peñagrande, Madrid",92.0,2,2.0,0.0,Calle Miguel Aracil,514000,5587,0,0,0.0,0,0,1,1,0,1,40.4755596,-3.7249141
5072,13068,"Arroyo del Fresno, Madrid",141.0,3,2.0,0.0,Calle del Cerro de la Carrasqueta,415000,2943,0,0,1997.0,1,0,0,0,0,1,40.4862773,-3.721327
5073,13067,"Las Tablas, Madrid",90.0,2,1.0,0.0,"Calle de María Tubau, 19",375000,4167,0,0,0.0,1,0,1,1,1,1,40.5116026,-3.6792318
5074,13064,"Peñagrande, Madrid",110.0,4,3.0,0.0,"Camino de Ganapanes, 35",378000,3436,0,0,0.0,1,0,0,1,0,0,40.4753455,-3.7162075177231912
5075,13063,"Las Tablas, Madrid",131.0,3,2.0,0.0,"Calle de Padornelo, 10",549000,4191,0,0,0.0,1,0,1,1,1,1,40.5080492,-3.6659407
5076,13062,"El Pardo, Madrid",69.0,2,1.0,0.0,"Calle Brunete, 1",240000,3478,0,0,0.0,1,0,0,1,0,0,40.3500835,-4.0253822
5077,13060,"Fuentelarreina, Madrid",245.0,4,3.0,0.0,"Calle de Cantalejo, 8",700000,2857,0,0,1974.0,1,0,1,1,1,1,40.47436765,-3.7386191999999983
5078,13058,"Peñagrande, Madrid",136.0,3,2.0,0.0,"Calle de Joaquín Lorenzo, 19",587000,4316,0,0,0.0,1,0,1,1,0,1,40.4745432,-3.7292638
5079,13055,"La Paz, Madrid",129.0,3,2.0,0.0,Calle de Fermín Caballero,375000,2907,0,0,1974.0,1,0,1,0,0,0,40.4873393,-3.6975746
5080,13054,"Tres Olivos - Valverde, Madrid",60.0,0,1.0,0.0,"Calle Manresa, 6",125000,2083,0,0,0.0,1,0,0,0,0,0,40.4915782,-3.690058
5081,13053,"Montecarmelo, Madrid",130.0,3,2.0,0.0,"Avenida del Monasterio de Silos, 44",600000,4615,0,0,0.0,1,0,1,1,1,1,40.5035561,-3.7070713
5082,13052,"Peñagrande, Madrid",383.0,5,4.0,3.0,"Antonia Baena, 15",850000,2219,0,0,1990.0,0,1,1,1,0,0,40.4809204,-3.7294707
5083,13051,"Pilar, Madrid",79.0,3,1.0,0.0,Avenida de Betanzos,249000,3152,0,0,0.0,1,0,0,1,0,0,40.482349,-3.713589
5084,13048,"Pilar, Madrid",52.0,2,1.0,0.0,Plaza de Corcubión s/n,185000,3558,0,0,0.0,1,0,0,0,0,0,40.4767622,-3.7074476
5085,13044,"Pilar, Madrid",55.0,2,1.0,0.0,Avenida de Betanzos,159000,2891,0,0,0.0,1,0,0,1,0,0,40.482349,-3.713589
5086,13043,"Montecarmelo, Madrid",190.0,4,3.0,0.0,"Avenida del Monasterio de El Escorial, 35",900000,4737,0,0,2010.0,1,0,1,1,1,1,40.5046787,-3.7111931
5087,13041,"La Paz, Madrid",114.0,3,2.0,0.0,Calle Alfredo Marquerie,530000,4649,0,0,0.0,1,0,1,0,0,0,40.4869759,-3.7032488
5088,13040,"Mirasierra, Madrid",240.0,5,5.0,0.0,"Calle de la Masó, 18",985000,4104,0,0,0.0,1,0,1,0,0,1,40.493237,-3.7104986
5089,13039,"Peñagrande, Madrid",103.0,2,2.0,0.0,"Calle César Manrique, 1",480000,4660,0,0,2006.0,1,0,1,1,0,1,40.4715147,-3.7199948
5090,13036,"Fuentelarreina, Madrid",92.0,2,1.0,0.0,Calle de Cantalejo,418000,4543,0,0,0.0,1,0,1,0,0,1,40.4733099,-3.7356761
5091,13035,"Montecarmelo, Madrid",101.0,2,2.0,0.0,"Avenida del Monasterio de Silos, 31",437000,4327,0,0,0.0,1,0,1,0,0,1,40.5035561,-3.7070713
5092,13034,"Pilar, Madrid",52.0,2,1.0,0.0,Plaza de Arteijo,135000,2596,0,0,1975.0,1,0,0,0,0,0,40.4782357,-3.7068114
5093,13033,"Fuentelarreina, Madrid",172.0,4,3.0,0.0,"Calle de Fresnedillas, 8",575000,3343,0,0,1972.0,1,0,1,1,1,0,40.479857,-3.7396367
5094,13032,"Mirasierra, Madrid",180.0,4,3.0,0.0,"Calle de la Peña Santa, 10",810000,4500,0,0,0.0,1,0,1,0,0,1,40.2411824,-3.9298062
5095,13031,"Peñagrande, Madrid",177.0,3,3.0,0.0,"Calle de La Bañeza, 41",700000,3955,0,0,0.0,1,0,1,1,1,1,40.4752809,-3.7175193
5096,13030,"Mirasierra, Madrid",700.0,4,5.0,3.0,Calle de Moralzarzal,2900000,4143,0,0,0.0,0,1,1,1,0,1,40.4940941,-3.713232
5097,13027,"La Paz, Madrid",75.0,3,1.0,0.0,Calle de Finisterre,254999,3400,0,0,1970.0,1,0,0,0,0,1,40.4750146,-3.6992132
5098,13026,"Pilar, Madrid",55.0,2,1.0,0.0,"Calle de Ponferrada, 56",215000,3909,0,0,0.0,1,0,0,1,0,0,40.47610965,-3.71208374272082
5099,13025,"Las Tablas, Madrid",84.0,2,2.0,0.0,"Calle Boadilla del Camino, 3",384000,4571,0,0,0.0,1,0,1,0,0,1,40.3589445,-3.8374368
5100,13023,"Mirasierra, Madrid",174.0,3,2.0,0.0,"Calle de Marbella, 68",740000,4253,0,0,1983.0,1,0,1,1,1,1,40.4908949,-3.6997302
5101,13022,"Pilar, Madrid",52.0,2,1.0,0.0,Plaza de Corcubión,191000,3673,1,0,1968.0,1,0,0,1,0,0,40.4767622,-3.7074476
5102,13020,"La Paz, Madrid",170.0,4,2.0,0.0,"Calle Alfredo Marquerie, 7",580000,3412,0,0,0.0,1,0,1,1,0,1,40.4869759,-3.7032488
5103,13018,"La Paz, Madrid",140.0,4,2.0,0.0,Calle de Pedro Rico,519999,3714,1,0,1985.0,1,0,1,1,0,1,40.4834222,-3.6896819
5104,13016,"Mirasierra, Madrid",146.0,3,2.0,0.0,"Calle de la Costa Brava, 34",570000,3904,0,0,0.0,1,0,1,1,0,1,40.4949725,-3.7012445
5105,13013,"La Paz, Madrid",122.0,3,2.0,0.0,Calle de Fermín Caballero,375000,3074,0,0,1974.0,1,0,1,1,0,0,40.4873393,-3.6975746
5106,13007,"Montecarmelo, Madrid",69.0,2,2.0,0.0,Avenida del Monasterio de Silos,420000,6087,0,0,2006.0,1,0,1,1,0,1,40.5037656,-3.7109163
5107,13006,"Pilar, Madrid",100.0,3,2.0,0.0,Calle de Sarria,250000,2500,0,0,1965.0,1,0,0,0,0,0,40.4740285,-3.7140684
5108,13005,"Peñagrande, Madrid",255.0,5,4.0,0.0,Calle de Gabriela Mistral,710000,2784,0,0,0.0,1,0,1,1,0,1,40.4436972,-3.3684539
5109,13004,"Las Tablas, Madrid",126.0,3,2.0,0.0,Calle Capiscol,560000,4444,0,0,0.0,1,0,1,1,0,1,42.3592281,-3.6484946
5110,13003,"Montecarmelo, Madrid",69.0,2,2.0,0.0,Avenida del Monasterio de Silos,420000,6087,0,0,2006.0,1,0,1,1,0,1,40.5037656,-3.7109163
5111,13002,"Tres Olivos - Valverde, Madrid",150.0,4,2.0,0.0,Calle ISLA TRINIDAD,399000,2660,0,0,2003.0,1,0,0,0,0,0,40.496875,-3.6917523
5112,13001,"La Paz, Madrid",73.0,3,1.0,0.0,Avenida de Monforte de Lemos,290000,3973,0,0,1974.0,1,0,0,1,0,0,40.4793226,-3.7049552
5113,13000,"Tres Olivos - Valverde, Madrid",70.0,2,2.0,0.0,Calle Islas Vírgenes,235000,3357,0,0,0.0,1,0,0,1,0,0,40.3221574,-3.661222
5114,12999,"Peñagrande, Madrid",488.0,7,6.0,4.0,Calle Gascones,990000,2029,0,0,1994.0,0,1,1,1,1,1,41.0185654,-3.641499
5115,12997,"Peñagrande, Madrid",400.0,6,6.0,4.0,PABLO GARGALLO,900000,2250,1,0,1983.0,0,1,1,1,0,1,40.4549418,-3.44556
5116,12996,"Pilar, Madrid",113.0,3,1.0,0.0,Avenida del Cardenal Herrera Oria,245000,2168,0,0,0.0,1,0,0,0,0,0,40.4768301,-3.7405904
5117,12995,"Peñagrande, Madrid",120.0,3,2.0,0.0,ramon gómez de la serna,460000,3833,0,0,1985.0,1,0,1,1,0,1,40.4219236,-3.6841846
5118,12994,"Montecarmelo, Madrid",380.0,6,5.0,4.0,monasterio del paular,1175000,3092,0,0,2008.0,0,1,1,1,0,1,40.88863155,-3.887406817552737
5119,12993,"Pilar, Madrid",57.0,2,1.0,0.0,Plaza de Padrón,175000,3070,0,0,0.0,1,0,0,0,0,0,40.4770419,-3.706007
5120,12991,"La Paz, Madrid",150.0,3,3.0,0.0,Melchor Fernández Almagro,620000,4133,0,0,2001.0,1,0,1,0,0,1,40.4751745,-3.7105598
5121,12989,"La Paz, Madrid",260.0,5,3.0,0.0,julio palacios,910000,3500,0,0,0.0,1,0,1,1,0,1,40.543673,-3.6184814
5122,12986,"Montecarmelo, Madrid",140.0,4,2.0,0.0,"Avenida del Santuario de Valverde, 18",700000,5000,0,0,0.0,1,0,1,1,1,1,40.505552,-3.7055913
5123,12984,"Tres Olivos - Valverde, Madrid",90.0,2,2.0,0.0,Ronda DEL INGENIOSO HIDALGO,365000,4056,0,0,1995.0,1,0,1,0,0,1,40.5014132,-3.6895781
5124,12983,"Peñagrande, Madrid",394.0,7,5.0,0.0,Avenida del Cardenal Herrera Oria,1343500,3410,0,0,0.0,1,0,0,1,0,1,40.4768301,-3.7405904
5125,12978,"Las Tablas, Madrid",121.0,3,2.0,0.0,Camino Redecilla del,530000,4380,0,0,2003.0,1,0,1,1,0,1,40.5060226,-3.6697576
5126,12977,"El Pardo, Madrid",150.0,4,1.0,2.0,Avenida de la Guardia,590000,3933,0,0,0.0,0,1,0,1,0,0,40.5168233,-3.7736551
5127,12975,"Las Tablas, Madrid",104.0,3,2.0,0.0,Avenida DEL CAMINO DE SANTIAGO,430000,4135,0,0,2007.0,1,0,1,0,0,1,40.4200312,-3.1820046
5128,12973,"Tres Olivos - Valverde, Madrid",60.0,1,1.0,0.0,Calle GERARDO BAENA,235000,3917,0,0,2013.0,1,0,0,0,1,1,40.4942402,-3.6909756
5129,12972,"Pilar, Madrid",60.0,2,1.0,0.0,Plaza VERIN,260000,4333,0,0,0.0,1,0,0,0,0,0,43.61316205,1.4096184941151575
5130,12970,"La Paz, Madrid",55.0,1,1.0,0.0,Calle de Melchor Fernández Almagro,219999,4000,1,0,1983.0,1,0,0,1,0,1,40.4771211,-3.690843
5131,12969,"Pilar, Madrid",78.0,3,1.0,0.0,Ginzo de Limia,234000,3000,0,0,0.0,1,0,0,0,0,0,40.4763448,-3.7033223
5132,12968,"Las Tablas, Madrid",98.0,2,2.0,0.0,"Calle de Palas de Rey, 18 B",387000,3949,0,0,2004.0,1,0,1,1,0,1,40.505997,-3.6653443
5133,12966,"Pilar, Madrid",108.0,3,1.0,0.0,Calle de Ribadavia,335000,3102,0,0,0.0,1,0,0,1,0,0,40.3552971,-3.8125382
5134,12963,"Pilar, Madrid",85.0,3,1.0,0.0,Avenida de Monforte de Lemos,230000,2706,1,0,1965.0,1,0,0,1,1,0,40.4793226,-3.7049552
5135,12962,"Peñagrande, Madrid",513.0,6,5.0,3.0,Isla de Saipan,990000,1930,0,0,1980.0,0,1,0,0,0,1,40.4755993,-3.7302757
5136,12961,"Peñagrande, Madrid",112.0,4,2.0,0.0,Calle la Hiruela,405000,3616,1,0,0.0,1,0,0,1,1,1,40.4727824,-3.7186712
5137,12960,"La Paz, Madrid",122.0,4,2.0,0.0,"fermin caballero, 44",375000,3074,0,0,0.0,1,0,0,1,0,0,40.4849314,-3.705445362600358
5138,12956,"La Paz, Madrid",122.0,4,2.0,0.0,"Calle de Fermín Caballero, 44",375000,3074,0,0,1974.0,0,0,0,0,0,0,40.4849314,-3.705445362600358
5139,12954,"Montecarmelo, Madrid",120.0,2,2.0,0.0,Avenida del Monasterio de Silos,495000,4125,0,0,2004.0,1,0,1,1,0,1,40.5037656,-3.7109163
5140,12952,"Pilar, Madrid",70.0,3,1.0,0.0,Plaza de Corcubión,220000,3143,1,0,0.0,1,0,0,1,0,0,40.4767622,-3.7074476
5141,12945,"Peñagrande, Madrid",71.0,1,1.0,0.0,Calle la Hiruela,249000,3507,0,0,0.0,1,0,0,0,0,0,40.4727824,-3.7186712
5142,12941,"Peñagrande, Madrid",115.0,4,2.0,0.0,Calle de La Bañeza,420000,3652,1,0,0.0,1,0,0,1,1,1,40.2655045,-3.7487672
5143,12938,"Tres Olivos - Valverde, Madrid",80.0,0,1.0,0.0,Calle Cerrillo s/n,134999,1687,0,0,0.0,1,0,0,1,0,0,40.9335576,-3.4724479
5144,12937,"Pilar, Madrid",140.0,3,2.0,0.0,Avenida de Betanzos,330000,2357,1,0,1972.0,1,0,0,0,0,0,40.482349,-3.713589
5145,12936,"Tres Olivos - Valverde, Madrid",80.0,1,1.0,0.0,Calle Cerrillo s/n,134999,1687,0,0,0.0,1,0,0,1,0,0,40.9335576,-3.4724479
5146,12934,"Fuentelarreina, Madrid",400.0,5,6.0,3.0,"siguero, 45",3200000,8000,0,0,0.0,0,1,1,1,1,1,40.4812057,-3.7149677
5147,12930,"Las Tablas, Madrid",140.0,3,2.0,0.0,Calle de la Sierra de Atapuerca,535000,3821,0,0,0.0,1,0,1,1,0,1,40.5048699,-3.6680707
5148,12929,"Pilar, Madrid",63.0,2,1.0,0.0,Calle de La Bañeza,180000,2857,1,0,0.0,1,0,0,0,0,0,40.2655045,-3.7487672
5149,12928,"Las Tablas, Madrid",104.0,3,2.0,0.0,"Avenida del Camino de Santiago, 33",430000,4135,0,0,0.0,1,0,1,0,1,1,40.4200312,-3.1820046
5150,12927,"Las Tablas, Madrid",105.0,3,2.0,0.0,"Calle de Isabel Colbrand, 16",390000,3714,0,0,0.0,1,0,1,1,1,0,40.5109983,-3.6765213
5151,12926,"Mirasierra, Madrid",213.0,5,3.0,0.0,"Calle de la Costa Brava, 11",760000,3568,0,0,0.0,1,0,1,0,0,1,40.4949725,-3.7012445
5152,12925,"Fuentelarreina, Madrid",677.0,6,7.0,2.0,"Calle Somontes, 3",2200000,3250,0,0,1965.0,0,1,1,1,1,1,40.4853814,-3.7505649
5153,12924,"Peñagrande, Madrid",371.0,5,4.0,3.0,"Calle de las Islas Bikini, 8",775000,2089,0,0,0.0,0,1,0,1,0,1,40.47617,-3.7275376
5154,12923,"Tres Olivos - Valverde, Madrid",60.0,3,1.0,0.0,Calle de San Dacio,142000,2367,0,0,0.0,1,0,0,0,0,0,40.4854971,-3.688506
5155,12922,"Peñagrande, Madrid",377.0,5,5.0,0.0,"Calle Islas Bahamas, 21",795000,2109,0,0,0.0,0,1,0,1,1,1,40.2904442,-3.7593348
5156,12921,"Pilar, Madrid",43.0,2,1.0,0.0,Calle de Sarria,160000,3721,0,0,0.0,1,0,0,0,0,0,40.4740285,-3.7140684
5157,12920,"Fuentelarreina, Madrid",240.0,4,3.0,0.0,"Calle de los Gavilanes, 243",860000,3583,0,0,0.0,1,0,1,1,1,1,40.4789472,-3.7398556
5158,12918,"Peñagrande, Madrid",157.0,4,2.0,0.0,"Calle la Serna del Monte, 3",530000,3376,0,0,0.0,1,0,0,1,0,1,40.472907,-3.719768
5159,12917,"Peñagrande, Madrid",343.0,4,4.0,3.0,"Angelita Camarero, 9",1034000,3015,0,0,2020.0,0,1,0,1,1,1,40.4801951,-3.7251923
5160,12912,"La Paz, Madrid",220.0,5,4.0,0.0,"Calle Julio Palacios, 24",998000,4536,0,0,0.0,1,0,1,1,0,1,40.543673,-3.6184814
5161,12911,"La Paz, Madrid",135.0,3,2.0,0.0,"Calle Julio Palacios, 24",700000,5185,0,0,0.0,1,0,1,1,0,1,40.543673,-3.6184814
5162,12910,"Mirasierra, Madrid",305.0,5,5.0,0.0,"Calle de Nuria, 11",1187500,3893,0,0,0.0,0,1,1,1,0,1,40.4965827,-3.7138726
5163,12908,"Montecarmelo, Madrid",113.0,3,2.0,0.0,"Calle del Monasterio de las Batuecas, 21",630000,5575,0,0,0.0,1,0,1,1,0,1,40.5035773,-3.7047049
5164,12907,"Fuentelarreina, Madrid",254.0,4,4.0,0.0,"Calle Fresnedillas, 4",795000,3130,0,0,0.0,1,0,1,1,0,1,40.4798241,-3.7383672
5165,12906,"Mirasierra, Madrid",215.0,4,4.0,0.0,"Calle de Moralzarzal, 100",895000,4163,0,0,1989.0,1,0,1,1,0,1,40.496598,-3.7155419
5166,12904,"Tres Olivos - Valverde, Madrid",54.0,2,1.0,0.0,"Calle de Ángel Múgica, 15",150000,2778,0,0,0.0,1,0,0,1,1,0,40.4862534,-3.6866257
5167,12903,"Peñagrande, Madrid",103.0,3,2.0,0.0,Calle de Ramón Gómez de la Serna,372000,3612,0,0,1983.0,1,0,0,1,0,0,40.4832856,-3.7256799
5168,12902,"Mirasierra, Madrid",230.0,5,3.0,0.0,"Calle de Nuria, 80",880000,3826,0,0,0.0,1,0,1,0,0,1,40.4965827,-3.7138726
5169,12900,"Montecarmelo, Madrid",200.0,4,3.0,0.0,"Calle del Monasterio de Las Huelgas, 18",825000,4125,0,0,2008.0,1,0,1,1,0,1,40.502459,-3.7069721
5170,12899,"Peñagrande, Madrid",92.0,3,1.0,0.0,"Plaza Pico Salvaguardia, 3",275000,2989,0,0,0.0,1,0,0,1,0,0,40.482108100000005,-3.720138725681744
